WDA,Occupation Title,Measure,Workforce Development Area,Title1,January 2020,January 2021,Volume Chg
South Central,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Growing Occupations,South Central,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",20,31,11
South Central,Taxi Drivers and Chauffeurs,Growing Occupations,South Central,Taxi Drivers and Chauffeurs,20,31,11
South Central,Teacher Assistants,Growing Occupations,South Central,Teacher Assistants,24,35,11
South Central,Industrial Machinery Mechanics,Growing Occupations,South Central,Industrial Machinery Mechanics,24,35,11
South Central,Packaging and Filling Machine Operators and Tenders,Growing Occupations,South Central,Packaging and Filling Machine Operators and Tenders,8,20,12
South Central,Industrial Production Managers,Growing Occupations,South Central,Industrial Production Managers,14,26,12
South Central,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Growing Occupations,South Central,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",23,35,12
South Central,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Growing Occupations,South Central,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",37,49,12
South Central,Administrative Services Managers,Growing Occupations,South Central,Administrative Services Managers,57,69,12
South Central,Industrial Engineering Technicians,Growing Occupations,South Central,Industrial Engineering Technicians,64,76,12
South Central,Butchers and Meat Cutters,Growing Occupations,South Central,Butchers and Meat Cutters,3,16,13
South Central,Transportation Engineers,Growing Occupations,South Central,Transportation Engineers,4,17,13
South Central,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Growing Occupations,South Central,"Computer-Controlled Machine Tool Operators, Metal and Plastic",6,19,13
South Central,Insurance Sales Agents,Growing Occupations,South Central,Insurance Sales Agents,11,24,13
South Central,Occupational Health and Safety Specialists,Growing Occupations,South Central,Occupational Health and Safety Specialists,21,34,13
South Central,Storage and Distribution Managers,Growing Occupations,South Central,Storage and Distribution Managers,25,38,13
South Central,Bus and Truck Mechanics and Diesel Engine Specialists,Growing Occupations,South Central,Bus and Truck Mechanics and Diesel Engine Specialists,31,44,13
South Central,Maids and Housekeeping Cleaners,Growing Occupations,South Central,Maids and Housekeeping Cleaners,67,80,13
South Central,Food Preparation Workers,Growing Occupations,South Central,Food Preparation Workers,4,18,14
South Central,Clinical Research Coordinators,Growing Occupations,South Central,Clinical Research Coordinators,8,22,14
South Central,Logisticians,Growing Occupations,South Central,Logisticians,11,25,14
South Central,Architectural and Engineering Managers,Growing Occupations,South Central,Architectural and Engineering Managers,26,40,14
South Central,Business Intelligence Analysts,Growing Occupations,South Central,Business Intelligence Analysts,73,87,14
South Central,"Office Clerks, General",Growing Occupations,South Central,"Office Clerks, General",104,118,14
South Central,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Growing Occupations,South Central,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",8,23,15
South Central,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Growing Occupations,South Central,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",17,32,15
South Central,Emergency Medical Technicians and Paramedics,Growing Occupations,South Central,Emergency Medical Technicians and Paramedics,22,37,15
South Central,Speech-Language Pathologists,Growing Occupations,South Central,Speech-Language Pathologists,23,38,15
South Central,Construction Laborers,Growing Occupations,South Central,Construction Laborers,50,65,15
South Central,Human Resources Specialists,Growing Occupations,South Central,Human Resources Specialists,122,137,15
South Central,Loan Interviewers and Clerks,Growing Occupations,South Central,Loan Interviewers and Clerks,1,17,16
South Central,Computer and Information Research Scientists,Growing Occupations,South Central,Computer and Information Research Scientists,5,21,16
South Central,Waiters and Waitresses,Growing Occupations,South Central,Waiters and Waitresses,46,62,16
South Central,Automotive Specialty Technicians,Growing Occupations,South Central,Automotive Specialty Technicians,72,88,16
South Central,Highway Maintenance Workers,Growing Occupations,South Central,Highway Maintenance Workers,2,19,17
South Central,"Health Diagnosing and Treating Practitioners, All Other",Growing Occupations,South Central,"Health Diagnosing and Treating Practitioners, All Other",10,27,17
South Central,Respiratory Therapists,Growing Occupations,South Central,Respiratory Therapists,13,31,18
South Central,Patient Representatives,Growing Occupations,South Central,Patient Representatives,41,59,18
South Central,Security Managers,Growing Occupations,South Central,Security Managers,13,33,20
South Central,Physical Therapists,Growing Occupations,South Central,Physical Therapists,46,66,20
South Central,"Bookkeeping, Accounting, and Auditing Clerks",Growing Occupations,South Central,"Bookkeeping, Accounting, and Auditing Clerks",63,83,20
South Central,Phlebotomists,Growing Occupations,South Central,Phlebotomists,18,39,21
South Central,Construction Managers,Growing Occupations,South Central,Construction Managers,20,41,21
South Central,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Growing Occupations,South Central,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",26,47,21
South Central,Medical Records and Health Information Technicians,Growing Occupations,South Central,Medical Records and Health Information Technicians,58,79,21
South Central,Regulatory Affairs Specialists,Growing Occupations,South Central,Regulatory Affairs Specialists,10,32,22
South Central,Computer Systems Engineers/Architects,Growing Occupations,South Central,Computer Systems Engineers/Architects,71,93,22
South Central,Industrial Truck and Tractor Operators,Growing Occupations,South Central,Industrial Truck and Tractor Operators,88,110,22
South Central,Management Analysts,Growing Occupations,South Central,Management Analysts,165,188,23
South Central,Receptionists and Information Clerks,Growing Occupations,South Central,Receptionists and Information Clerks,25,50,25
South Central,Market Research Analysts and Marketing Specialists,Growing Occupations,South Central,Market Research Analysts and Marketing Specialists,29,54,25
South Central,Light Truck or Delivery Services Drivers,Growing Occupations,South Central,Light Truck or Delivery Services Drivers,55,80,25
South Central,"Packers and Packagers, Hand",Growing Occupations,South Central,"Packers and Packagers, Hand",31,57,26
South Central,First-Line Supervisors of Food Preparation and Serving Workers,Growing Occupations,South Central,First-Line Supervisors of Food Preparation and Serving Workers,70,96,26
South Central,Information Technology Project Managers,Growing Occupations,South Central,Information Technology Project Managers,92,118,26
South Central,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Growing Occupations,South Central,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",20,47,27
South Central,"Shipping, Receiving, and Traffic Clerks",Growing Occupations,South Central,"Shipping, Receiving, and Traffic Clerks",49,76,27
South Central,Financial Analysts,Growing Occupations,South Central,Financial Analysts,70,98,28
South Central,Driver/Sales Workers,Growing Occupations,South Central,Driver/Sales Workers,61,91,30
South Central,Retail Salespersons,Growing Occupations,South Central,Retail Salespersons,502,532,30
South Central,Veterinarians,Growing Occupations,South Central,Veterinarians,20,51,31
South Central,Pharmacists,Growing Occupations,South Central,Pharmacists,51,82,31
South Central,Customer Service Representatives,Growing Occupations,South Central,Customer Service Representatives,184,216,32
South Central,"Production, Planning, and Expediting Clerks",Growing Occupations,South Central,"Production, Planning, and Expediting Clerks",43,77,34
South Central,First-Line Supervisors of Production and Operating Workers,Growing Occupations,South Central,First-Line Supervisors of Production and Operating Workers,64,99,35
South Central,Lawyers,Growing Occupations,South Central,Lawyers,15,51,36
South Central,Marketing Managers,Growing Occupations,South Central,Marketing Managers,70,107,37
South Central,"Computer Occupations, All Other",Growing Occupations,South Central,"Computer Occupations, All Other",14,53,39
South Central,Medical Secretaries,Growing Occupations,South Central,Medical Secretaries,45,88,43
South Central,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Growing Occupations,South Central,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",53,96,43
South Central,First-Line Supervisors of Office and Administrative Support Workers,Growing Occupations,South Central,First-Line Supervisors of Office and Administrative Support Workers,49,96,47
South Central,Medical and Clinical Laboratory Technicians,Growing Occupations,South Central,Medical and Clinical Laboratory Technicians,39,87,48
South Central,"Financial Managers, Branch or Department",Growing Occupations,South Central,"Financial Managers, Branch or Department",64,116,52
South Central,Merchandise Displayers and Window Trimmers,Growing Occupations,South Central,Merchandise Displayers and Window Trimmers,94,146,52
South Central,Medical Assistants,Growing Occupations,South Central,Medical Assistants,122,176,54
South Central,Home Health Aides,Growing Occupations,South Central,Home Health Aides,100,160,60
South Central,Nursing Assistants,Growing Occupations,South Central,Nursing Assistants,155,215,60
South Central,General and Operations Managers,Growing Occupations,South Central,General and Operations Managers,151,217,66
South Central,Personal Care Aides,Growing Occupations,South Central,Personal Care Aides,49,119,70
South Central,Sales Managers,Growing Occupations,South Central,Sales Managers,90,169,79
South Central,"Production Workers, All Other",Growing Occupations,South Central,"Production Workers, All Other",115,197,82
South Central,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Growing Occupations,South Central,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",260,345,85
South Central,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Growing Occupations,South Central,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",87,176,89
South Central,Licensed Practical and Licensed Vocational Nurses,Growing Occupations,South Central,Licensed Practical and Licensed Vocational Nurses,205,299,94
South Central,Medical and Health Services Managers,Growing Occupations,South Central,Medical and Health Services Managers,257,359,102
South Central,Security Guards,Growing Occupations,South Central,Security Guards,152,257,105
South Central,"Laborers and Freight, Stock, and Material Movers, Hand",Growing Occupations,South Central,"Laborers and Freight, Stock, and Material Movers, Hand",266,395,129
South Central,"Managers, All Other",Growing Occupations,South Central,"Managers, All Other",254,420,166
South Central,Heavy and Tractor-Trailer Truck Drivers,Growing Occupations,South Central,Heavy and Tractor-Trailer Truck Drivers,290,568,278
South Central,Registered Nurses,Growing Occupations,South Central,Registered Nurses,601,911,310
Southern Alleghenies,Nurse Practitioners,Growing Occupations,Southern Alleghenies,Nurse Practitioners,23,10,-13
Southern Alleghenies,Physical Therapists,Growing Occupations,Southern Alleghenies,Physical Therapists,17,10,-7
Southern Alleghenies,Cashiers,Growing Occupations,Southern Alleghenies,Cashiers,28,21,-7
Southern Alleghenies,Physician Assistants,Growing Occupations,Southern Alleghenies,Physician Assistants,21,15,-6
Southern Alleghenies,"Physicians and Surgeons, All Other",Growing Occupations,Southern Alleghenies,"Physicians and Surgeons, All Other",15,10,-5
Southern Alleghenies,"Managers, All Other",Growing Occupations,Southern Alleghenies,"Managers, All Other",26,22,-4
Southern Alleghenies,Medical and Health Services Managers,Growing Occupations,Southern Alleghenies,Medical and Health Services Managers,46,42,-4
Southern Alleghenies,Waiters and Waitresses,Growing Occupations,Southern Alleghenies,Waiters and Waitresses,12,10,-2
Southern Alleghenies,General and Operations Managers,Growing Occupations,Southern Alleghenies,General and Operations Managers,16,14,-2
Southern Alleghenies,"Maintenance and Repair Workers, General",Growing Occupations,Southern Alleghenies,"Maintenance and Repair Workers, General",30,28,-2
Southern Alleghenies,Driver/Sales Workers,Growing Occupations,Southern Alleghenies,Driver/Sales Workers,18,17,-1
Southern Alleghenies,"Software Developers, Applications",Growing Occupations,Southern Alleghenies,"Software Developers, Applications",10,10,0
Southern Alleghenies,Critical Care Nurses,Growing Occupations,Southern Alleghenies,Critical Care Nurses,10,10,0
Southern Alleghenies,Pharmacy Technicians,Growing Occupations,Southern Alleghenies,Pharmacy Technicians,22,22,0
Southern Alleghenies,Receptionists and Information Clerks,Growing Occupations,Southern Alleghenies,Receptionists and Information Clerks,9,10,1
Southern Alleghenies,Maids and Housekeeping Cleaners,Growing Occupations,Southern Alleghenies,Maids and Housekeeping Cleaners,11,12,1
Southern Alleghenies,"Health Technologists and Technicians, All Other",Growing Occupations,Southern Alleghenies,"Health Technologists and Technicians, All Other",17,18,1
Southern Alleghenies,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Growing Occupations,Southern Alleghenies,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",24,25,1
Southern Alleghenies,Automotive Specialty Technicians,Growing Occupations,Southern Alleghenies,Automotive Specialty Technicians,8,10,2
Southern Alleghenies,Sales Managers,Growing Occupations,Southern Alleghenies,Sales Managers,9,11,2
